Country,YearsCode,EdLevel,Employment,LanguageHaveWorkedWith,ConvertedCompYearly
Brazil,17.0,Bachelor's,Full-time,6.0,36407.0
Other,28.0,Bachelor's,Full-time,5.0,121815.0
United States of America,45.0,Bachelor's,Full-time,6.0,110000.0
Ukraine,2.0,Bachelor's,Full-time,7.0,63600.0
United States of America,37.0,Bachelor's,Full-time,4.0,160000.0
United States of America,45.0,Some college,Full-time,8.0,140000.0
Other,13.0,Bachelor's,Full-time,3.0,132364.0
United States of America,11.0,Bachelor's,Full-time,3.0,165000.0
India,4.0,Bachelor's,Full-time,6.0,10462.0
United States of America,45.0,Associate's,Full-time,5.0,180000.0
Other,11.0,Bachelor's,Full-time,,40000.0
United States of America,30.0,Associate's,Full-time,5.0,130000.0
United States of America,32.0,Bachelor's,Full-time,7.0,112860.0
United States of America,30.0,Master's,Full-time,6.0,236000.0
United States of America,13.0,Bachelor's,Full-time,6.0,119000.0
Germany,18.0,Master's,Full-time,7.0,145018.0
Germany,11.0,Some college,Full-time,,69609.0
United Kingdom of Great Britain and Northern Ireland,28.0,Master's,Full-time,6.0,111636.0
Poland,9.0,Master's,Full-time,6.0,60038.0
United States of America,35.0,Associate's,Full-time,5.0,125000.0
Australia,40.0,Professional,Full-time,6.0,162523.0
United States of America,30.0,Professional,Full-time,12.0,125000.0
United States of America,6.0,Bachelor's,Full-time,5.0,112000.0
United States of America,16.0,Bachelor's,Full-time,3.0,312000.0
Other,16.0,Bachelor's,Full-time,6.0,69609.0
Other,4.0,Bachelor's,Full-time,,20000.0
Australia,30.0,Bachelor's,Full-time,5.0,110516.0
United States of America,15.0,Master's,Full-time,4.0,232000.0
Germany,10.0,Master's,Full-time,5.0,110214.0
Australia,30.0,Master's,Full-time,10.0,110516.0
United Kingdom of Great Britain and Northern Ireland,12.0,Bachelor's,Full-time,3.0,80596.0
United States of America,25.0,Bachelor's,Full-time,3.0,197000.0
United States of America,7.0,Associate's,Full-time,8.0,100000.0
Australia,45.0,Professional,Full-time,4.0,104015.0
Brazil,25.0,Bachelor's,Full-time,8.0,163833.0
Other,12.0,Bachelor's,Full-time,6.0,67779.0
United States of America,1.0,Bachelor's,Full-time,,75000.0
Other,42.0,Master's,Full-time,1.0,18071.0
United States of America,25.0,Bachelor's,Full-time,3.0,150000.0
Germany,27.0,Associate's,Full-time,4.0,92812.0
Switzerland,8.0,Other,Full-time,8.0,44637.0
Australia,10.0,Associate's,Full-time,6.0,71510.0
Canada,10.0,Bachelor's,Full-time,7.0,87550.0
Other,18.0,Professional,Full-time,8.0,85534.0
Italy,15.0,Master's,Full-time,7.0,51046.0
Poland,15.0,Some college,Full-time,11.0,35477.0
United States of America,3.0,Some college,Full-time,1.0,30000.0
Australia,32.0,Associate's,Full-time,3.0,169674.0
Other,12.0,Bachelor's,Full-time,6.0,66259.0
United States of America,4.0,High school,Full-time,,37440.0
Other,25.0,Bachelor's,Full-time,10.0,60235.0
Brazil,10.0,Associate's,Full-time,4.0,45509.0
Other,7.0,Master's,Full-time,8.0,33886.0
United States of America,5.0,Bachelor's,Full-time,5.0,75000.0
United States of America,36.0,Professional,Full-time,6.0,100000.0
Other,26.0,Bachelor's,Full-time,3.0,40663.0
Canada,36.0,Master's,Full-time,9.0,109438.0
United States of America,5.0,Bachelor's,Full-time,12.0,100000.0
Other,8.0,Bachelor's,Full-time,2.0,26457.0
Other,20.0,Master's,Full-time,10.0,48188.0
Other,6.0,Some college,Full-time,2.0,26464.0
United States of America,30.0,Some college,Full-time,5.0,105000.0
Other,28.0,Some college,Full-time,5.0,34122.0
Australia,35.0,Bachelor's,Full-time,5.0,117017.0
Other,15.0,Bachelor's,Full-time,5.0,156224.0
Australia,23.0,Master's,Full-time,6.0,117017.0
Australia,15.0,Bachelor's,Full-time,3.0,52007.0
Other,6.0,Master's,Full-time,5.0,110516.0
Canada,16.0,Some college,Full-time,5.0,62015.0
India,,Bachelor's,Full-time,2.0,11275.0
United States of America,10.0,Some college,Full-time,9.0,40000.0
Canada,38.0,Bachelor's,Full-time,5.0,160508.0
Other,15.0,Bachelor's,Full-time,5.0,104413.0
Other,16.0,Bachelor's,Full-time,,26021.0
United States of America,10.0,Master's,Full-time,8.0,320000.0
United States of America,30.0,Master's,Full-time,9.0,150000.0
Germany,16.0,Associate's,Full-time,5.0,84691.0
United Kingdom of Great Britain and Northern Ireland,17.0,Some college,Full-time,10.0,204212.0
India,13.0,Bachelor's,Full-time,6.0,45333.0
Australia,12.0,Bachelor's,Full-time,5.0,117017.0
Spain,15.0,Bachelor's,Full-time,,81210.0
United States of America,25.0,Professional,Full-time,,258000.0
India,6.0,Bachelor's,Full-time,4.0,34872.0
France,17.0,Master's,Full-time,9.0,104413.0
Germany,17.0,Bachelor's,Full-time,8.0,129936.0
Other,32.0,Master's,Full-time,7.0,74120.0
France,30.0,Master's,Full-time,11.0,69609.0
Other,30.0,Master's,Full-time,5.0,125296.0
United States of America,38.0,Some college,Full-time,4.0,185000.0
Canada,15.0,Master's,Full-time,4.0,87550.0
France,30.0,Some college,Other,1.0,92812.0
Spain,8.0,Some college,Full-time,5.0,67289.0
Other,7.0,Some college,Full-time,7.0,139218.0
Australia,11.0,Bachelor's,Full-time,12.0,42256.0
Australia,43.0,Primary school,Full-time,5.0,455066.0
France,25.0,Master's,Full-time,6.0,54527.0
Other,7.0,Bachelor's,Full-time,4.0,54460.0
Other,32.0,Some college,Full-time,5.0,47358.0
Australia,13.0,Bachelor's,Full-time,2.0,92963.0
Poland,10.0,Master's,Full-time,2.0,98244.0
Other,10.0,Some college,Full-time,10.0,47445.0
India,7.0,Bachelor's,Full-time,6.0,11624.0
Australia,43.0,Some college,Full-time,4.0,65009.0
Other,25.0,Some college,Full-time,3.0,136080.0
United Kingdom of Great Britain and Northern Ireland,18.0,Some college,Full-time,8.0,81685.0
Switzerland,13.0,Master's,Full-time,8.0,101674.0
France,20.0,Bachelor's,Full-time,8.0,32484.0
Spain,2.0,Professional,Full-time,8.0,24363.0
Germany,10.0,Professional,Full-time,1.0,69609.0
France,8.0,Master's,Full-time,7.0,30164.0
Poland,20.0,Master's,Full-time,10.0,81870.0
Switzerland,13.0,Master's,Full-time,5.0,136392.0
Germany,16.0,High school,Full-time,6.0,84691.0
Spain,14.0,Associate's,Full-time,6.0,81210.0
Spain,8.0,Professional,Full-time,7.0,42925.0
Sweden,13.0,Bachelor's,Full-time,6.0,68134.0
Italy,15.0,Some college,Full-time,7.0,31904.0
Other,14.0,Professional,Full-time,5.0,82906.0
Other,14.0,Bachelor's,Full-time,6.0,80640.0
Canada,30.0,Master's,Full-time,5.0,134973.0
Australia,34.0,Associate's,Full-time,6.0,149522.0
Netherlands,32.0,Bachelor's,Full-time,6.0,92812.0
Sweden,35.0,Master's,Full-time,4.0,81761.0
Other,8.0,Bachelor's,Full-time,7.0,174022.0
Other,27.0,Master's,Full-time,4.0,58007.0
Poland,11.0,Master's,Full-time,4.0,65496.0
Other,12.0,Master's,Full-time,2.0,108710.0
Spain,34.0,Bachelor's,Full-time,6.0,69609.0
Ukraine,7.0,Bachelor's,Full-time,2.0,28800.0
Germany,15.0,Bachelor's,Full-time,4.0,139218.0
France,52.0,Professional,Full-time,,174022.0
Other,7.0,High school,Full-time,8.0,36746.0
Poland,10.0,Some college,Full-time,6.0,88419.0
France,28.0,Master's,Full-time,6.0,46406.0
Germany,14.0,Bachelor's,Full-time,3.0,69609.0
United Kingdom of Great Britain and Northern Ireland,18.0,Bachelor's,Full-time,4.0,142949.0
Poland,10.0,Master's,Full-time,8.0,44537.0
United Kingdom of Great Britain and Northern Ireland,9.0,Some college,Full-time,6.0,54457.0
Other,18.0,Master's,Full-time,,30327.0
Other,15.0,Master's,Full-time,4.0,93312.0
Other,14.0,Bachelor's,Full-time,8.0,117661.0
Germany,25.0,Bachelor's,Full-time,9.0,69609.0
Other,25.0,Bachelor's,Full-time,1.0,80000.0
Spain,4.0,Bachelor's,Full-time,5.0,27844.0
Italy,14.0,Master's,Full-time,5.0,40605.0
Other,28.0,Professional,Full-time,3.0,90353.0
India,7.0,Master's,Full-time,9.0,13949.0
Spain,7.0,Associate's,Full-time,6.0,26683.0
Other,10.0,Bachelor's,Full-time,8.0,64208.0
India,5.0,Bachelor's,Full-time,4.0,29060.0
France,10.0,Master's,Full-time,6.0,58007.0
Other,40.0,Some college,Full-time,3.0,208826.0
Sweden,13.0,Master's,Full-time,6.0,85534.0
United Kingdom of Great Britain and Northern Ireland,15.0,Bachelor's,Full-time,5.0,135052.0
Other,11.0,Bachelor's,Full-time,3.0,13189.0
India,7.0,Bachelor's,Full-time,3.0,17436.0
Other,7.0,Associate's,Full-time,5.0,14546.0
Germany,26.0,Bachelor's,Full-time,2.0,62648.0
Germany,10.0,Master's,Full-time,8.0,63808.0
Other,9.0,Bachelor's,Full-time,7.0,23783.0
United Kingdom of Great Britain and Northern Ireland,25.0,Some college,Full-time,5.0,118443.0
Other,19.0,Bachelor's,Full-time,5.0,122976.0
Netherlands,10.0,Associate's,Full-time,10.0,46406.0
Ukraine,37.0,Bachelor's,Full-time,7.0,77651.0
United States of America,2.0,Bachelor's,Full-time,,100000.0
Netherlands,15.0,Bachelor's,Full-time,8.0,139218.0
Germany,16.0,Bachelor's,Full-time,7.0,110214.0
France,10.0,Master's,Full-time,10.0,116015.0
France,12.0,Master's,Full-time,1.0,40373.0
France,15.0,Bachelor's,Full-time,6.0,55687.0
Other,7.0,Bachelor's,Full-time,,326810.0
Other,25.0,Master's,Full-time,8.0,81210.0
Germany,10.0,Bachelor's,Full-time,8.0,85851.0
Other,7.0,Bachelor's,Full-time,1.0,28083.0
Other,5.0,Bachelor's,Full-time,,29004.0
Other,20.0,Professional,Full-time,6.0,82906.0
United Kingdom of Great Britain and Northern Ireland,20.0,Master's,Full-time,,122527.0
Germany,24.0,High school,Full-time,19.0,104413.0
United Kingdom of Great Britain and Northern Ireland,44.0,Master's,Full-time,5.0,134780.0
India,15.0,High school,Full-time,9.0,29060.0
Other,8.0,Bachelor's,Full-time,5.0,17402.0
United Kingdom of Great Britain and Northern Ireland,31.0,Bachelor's,Full-time,6.0,136141.0
India,16.0,Master's,Full-time,3.0,32547.0
France,11.0,Professional,Full-time,2.0,41765.0
France,15.0,Professional,Full-time,6.0,60328.0
Other,13.0,Bachelor's,Full-time,5.0,120655.0
Other,22.0,Master's,Full-time,8.0,81210.0
Spain,30.0,Master's,Full-time,8.0,93972.0
Germany,10.0,Master's,Full-time,8.0,63808.0
Germany,20.0,Professional,Full-time,6.0,174022.0
Germany,41.0,Professional,Full-time,,75410.0
Other,15.0,Bachelor's,Full-time,3.0,46806.0
Other,8.0,Bachelor's,Full-time,5.0,77266.0
Other,25.0,Bachelor's,Full-time,5.0,27844.0
India,8.0,Bachelor's,Full-time,6.0,19761.0
Sweden,5.0,High school,Full-time,7.0,73375.0
Spain,19.0,Bachelor's,Full-time,8.0,98612.0
Ukraine,8.0,Professional,Full-time,2.0,36000.0
Germany,4.0,Bachelor's,Full-time,,34804.0
Germany,4.0,Associate's,Full-time,6.0,38285.0
United States of America,10.0,Master's,Full-time,7.0,190000.0
United Kingdom of Great Britain and Northern Ireland,40.0,Bachelor's,Full-time,9.0,136141.0
Germany,12.0,Master's,Full-time,3.0,116015.0
India,15.0,Master's,Full-time,,75556.0
Other,4.0,Some college,Full-time,2.0,13929.0
Poland,12.0,Master's,Full-time,8.0,68225.0
France,14.0,Master's,Full-time,7.0,59167.0
Switzerland,6.0,Master's,Full-time,7.0,109114.0
Switzerland,20.0,Master's,Full-time,4.0,371979.0
India,16.0,Master's,Full-time,5.0,15692.0
Other,6.0,Bachelor's,Full-time,5.0,19350.0
United States of America,26.0,Master's,Full-time,6.0,187500.0
Spain,9.0,Bachelor's,Full-time,9.0,69609.0
Spain,8.0,Some college,Full-time,8.0,34804.0
Other,5.0,Bachelor's,Full-time,,14749.0
France,45.0,Master's,Full-time,4.0,52207.0
Netherlands,17.0,Bachelor's,Full-time,7.0,81210.0
United States of America,31.0,Bachelor's,Full-time,8.0,245000.0
Other,11.0,Bachelor's,Full-time,3.0,13348.0
France,28.0,High school,Full-time,8.0,83183.0
United States of America,17.0,Bachelor's,Full-time,6.0,151000.0
Other,10.0,Bachelor's,Full-time,6.0,61245.0
Other,5.0,Bachelor's,Full-time,10.0,70662.0
Sweden,20.0,Professional,Full-time,8.0,104822.0
Other,9.0,Bachelor's,Student,6.0,77760.0
United States of America,16.0,Bachelor's,Full-time,7.0,175000.0
Netherlands,10.0,Master's,Full-time,8.0,40605.0
Spain,29.0,Bachelor's,Full-time,5.0,85851.0
United Kingdom of Great Britain and Northern Ireland,7.0,Master's,Student,1.0,31313.0
United States of America,40.0,Master's,Full-time,6.0,195000.0
India,12.0,Bachelor's,Full-time,11.0,17436.0
Germany,23.0,Professional,Full-time,4.0,81210.0
Other,36.0,Professional,Full-time,4.0,39000.0
Germany,6.0,High school,Full-time,6.0,11833.0
Other,15.0,Master's,Full-time,1.0,43295.0
Germany,30.0,Master's,Full-time,6.0,116015.0
France,12.0,Master's,Full-time,18.0,48726.0
Canada,17.0,Bachelor's,Full-time,4.0,182396.0
France,21.0,Professional,Full-time,1.0,139218.0
Other,7.0,Some college,Full-time,1.0,15364.0
Switzerland,10.0,Other,Full-time,5.0,128953.0
Other,14.0,Bachelor's,Full-time,6.0,44112.0
Other,20.0,Bachelor's,Full-time,10.0,65000.0
Spain,10.0,Some college,Full-time,6.0,34804.0
Italy,12.0,Some college,Full-time,4.0,34804.0
United States of America,15.0,Master's,Full-time,7.0,215000.0
Other,1.0,Some college,Student,3.0,16714.0
France,15.0,Master's,Full-time,13.0,18562.0
Australia,30.0,Professional,Full-time,5.0,110516.0
United States of America,25.0,Bachelor's,Full-time,7.0,210000.0
United Kingdom of Great Britain and Northern Ireland,10.0,Some college,Full-time,5.0,35822.0
Germany,13.0,Master's,Full-time,1.0,104413.0
India,10.0,Bachelor's,Full-time,,20923.0
United Kingdom of Great Britain and Northern Ireland,9.0,Bachelor's,Full-time,4.0,102106.0
France,14.0,Master's,Full-time,2.0,59167.0
India,9.0,Bachelor's,Full-time,6.0,18598.0
France,5.0,Master's,Full-time,7.0,41765.0
Other,14.0,Master's,Full-time,3.0,65885.0
United Kingdom of Great Britain and Northern Ireland,40.0,Bachelor's,Full-time,4.0,136141.0
Netherlands,10.0,Associate's,Full-time,3.0,63808.0
United Kingdom of Great Britain and Northern Ireland,10.0,Bachelor's,Full-time,8.0,84408.0
Other,33.0,Bachelor's,Full-time,7.0,67655.0
Netherlands,15.0,Professional,Full-time,4.0,116015.0
Netherlands,6.0,Master's,Full-time,3.0,54527.0
Netherlands,35.0,Master's,Full-time,6.0,99773.0
Other,7.0,Bachelor's,Full-time,10.0,23203.0
Other,8.0,Master's,Full-time,12.0,54321.0
Other,12.0,Master's,Full-time,6.0,17000.0
Canada,9.0,Bachelor's,Full-time,6.0,58367.0
United States of America,24.0,Bachelor's,Full-time,7.0,210000.0
United Kingdom of Great Britain and Northern Ireland,8.0,Bachelor's,Full-time,10.0,88492.0
Italy,20.0,Master's,Full-time,5.0,66128.0
Poland,6.0,Bachelor's,Full-time,4.0,32748.0
France,15.0,Associate's,Full-time,12.0,61488.0
Other,10.0,Bachelor's,Full-time,12.0,15000.0
France,20.0,Professional,Full-time,3.0,87011.0
Germany,40.0,Master's,Full-time,6.0,102093.0
France,7.0,Associate's,Full-time,6.0,26103.0
Switzerland,7.0,Associate's,Full-time,2.0,123993.0
Spain,8.0,Associate's,Full-time,8.0,25523.0
Netherlands,25.0,Some college,Full-time,8.0,95132.0
Brazil,15.0,Some college,Full-time,5.0,23665.0
United States of America,7.0,Bachelor's,Full-time,6.0,115000.0
United States of America,50.0,Some college,Full-time,3.0,150000.0
Other,20.0,Master's,Full-time,15.0,83531.0
United States of America,7.0,Master's,Full-time,2.0,138000.0
Other,42.0,Some college,Full-time,11.0,88243.0
Germany,18.0,Bachelor's,Full-time,10.0,104413.0
United States of America,16.0,Master's,Full-time,3.0,140000.0
Switzerland,11.0,Bachelor's,Full-time,10.0,123993.0
United States of America,48.0,Bachelor's,Full-time,5.0,159000.0
France,9.0,Bachelor's,Full-time,6.0,34804.0
Other,18.0,Master's,Full-time,16.0,14502.0
Germany,14.0,Bachelor's,Full-time,5.0,10673.0
Other,16.0,High school,Full-time,5.0,41453.0
United States of America,20.0,Bachelor's,Full-time,9.0,120000.0
Italy,9.0,Master's,Full-time,8.0,66128.0
Poland,18.0,Master's,Full-time,,117347.0
Other,4.0,Bachelor's,Student,4.0,46656.0
Other,13.0,Bachelor's,Full-time,8.0,93312.0
Germany,17.0,Bachelor's,Full-time,10.0,87011.0
Italy,35.0,Bachelor's,Full-time,8.0,58007.0
United Kingdom of Great Britain and Northern Ireland,36.0,Professional,Full-time,9.0,136141.0
Italy,12.0,High school,Full-time,4.0,60328.0
Netherlands,10.0,Bachelor's,Full-time,1.0,60328.0
Other,33.0,Bachelor's,Full-time,3.0,165000.0
Ukraine,3.0,Bachelor's,Full-time,4.0,12079.0
Ukraine,4.0,Master's,Full-time,,30600.0
Ukraine,16.0,Master's,Full-time,5.0,80000.0
United States of America,8.0,Bachelor's,Full-time,5.0,87650.0
Germany,25.0,Master's,Full-time,5.0,121815.0
France,15.0,Master's,Full-time,6.0,71929.0
United States of America,17.0,Some college,Full-time,7.0,171000.0
United Kingdom of Great Britain and Northern Ireland,4.0,Bachelor's,Student,1.0,36758.0
France,23.0,Master's,Full-time,10.0,45246.0
United Kingdom of Great Britain and Northern Ireland,23.0,Master's,Full-time,,204212.0
Other,20.0,Some college,Full-time,8.0,10908.0
United States of America,11.0,Bachelor's,Full-time,3.0,140000.0
United Kingdom of Great Britain and Northern Ireland,13.0,Master's,Full-time,4.0,81685.0
France,20.0,Master's,Full-time,4.0,64968.0
Brazil,5.0,Bachelor's,Full-time,,32767.0
Canada,11.0,Master's,Full-time,7.0,44505.0
France,20.0,Master's,Full-time,8.0,49886.0
Sweden,36.0,High school,Full-time,4.0,103354.0
Other,15.0,Bachelor's,Full-time,10.0,69609.0
Sweden,20.0,Master's,Full-time,6.0,73836.0
United States of America,10.0,Bachelor's,Full-time,6.0,120000.0
Netherlands,10.0,Master's,Full-time,7.0,57427.0
Switzerland,9.0,Bachelor's,Full-time,5.0,99194.0
United States of America,20.0,Some college,Other,1.0,185000.0
United States of America,6.0,Master's,Full-time,6.0,120000.0
Poland,20.0,Bachelor's,Full-time,3.0,85145.0
United Kingdom of Great Britain and Northern Ireland,7.0,Master's,Full-time,2.0,81685.0
Italy,9.0,High school,Full-time,8.0,15082.0
Other,30.0,Master's,Full-time,,41765.0
Spain,5.0,Some college,Full-time,,87011.0
Netherlands,10.0,Bachelor's,Full-time,13.0,58007.0
India,12.0,Master's,Full-time,9.0,25573.0
Other,16.0,High school,Full-time,,67203.0
United States of America,28.0,Associate's,Full-time,5.0,93000.0
Germany,39.0,High school,Full-time,8.0,55687.0
Germany,35.0,Master's,Full-time,3.0,199545.0
Germany,19.0,Master's,Full-time,9.0,91884.0
Other,7.0,Some college,Full-time,4.0,41765.0
Spain,30.0,Master's,Full-time,6.0,60328.0
Other,17.0,Some college,Full-time,3.0,54527.0
Canada,12.0,Bachelor's,Full-time,7.0,83173.0
Canada,10.0,Master's,Full-time,8.0,64203.0
United States of America,18.0,Bachelor's,Full-time,7.0,195000.0
United Kingdom of Great Britain and Northern Ireland,19.0,Some college,Full-time,5.0,122527.0
Sweden,42.0,Master's,Full-time,9.0,56604.0
United Kingdom of Great Britain and Northern Ireland,9.0,Master's,Full-time,10.0,455205.0
Canada,20.0,Bachelor's,Full-time,3.0,215227.0
Poland,35.0,Master's,Full-time,3.0,81870.0
Italy,8.0,Professional,Full-time,6.0,56847.0
Other,5.0,Master's,Full-time,4.0,13929.0
Ukraine,35.0,Some college,Full-time,2.0,43139.0
Other,7.0,Master's,Full-time,4.0,92812.0
France,16.0,Master's,Full-time,10.0,150819.0
Italy,35.0,Master's,Full-time,6.0,34804.0
United States of America,10.0,Some college,Full-time,7.0,200000.0
United Kingdom of Great Britain and Northern Ireland,6.0,Bachelor's,Full-time,5.0,50372.0
Other,25.0,Bachelor's,Full-time,10.0,118593.0
India,18.0,Master's,Full-time,7.0,11624.0
